,vid,type,title,year,pic,ratings-obj,ratings,tags,pop_genre,least_pop_genre,x,y,z
162,300452,movie,The Man In The Iron Mask,1998,[http://images.adrise.tv/BLf48X6COeg5h_qKi1ks59JAMOE=/400x574/smart/img.adrise.tv/06439043-f203-4083-ada3-504dea42edf2.png],"[{u'system': u'mpaa', u'value': u'PG-13'}]",PG-13,"[Action, Drama, Adventure]",Drama,Adventure,-1.5293285846710205,6.060151100158691,8.673913955688477
163,02076,series,Dog the Bounty Hunter,2004,[http://images.adrise.tv/mqkGUEFkJXMVNk31ldTIVSurApU=/400x574/smart/img.adrise.tv/776959a6-edef-43a7-84c8-8356bcf95565.jpg],"[{u'system': u'tvpg', u'value': u'TV-PG'}]",PG,"[Crime, Reality]",Crime,Reality,3.0298829078674316,10.841419219970703,-3.1281895637512207
164,02077,series,Paranormal State,2007,[http://images.adrise.tv/sjOc5DFYUamhb_vNy_ATCygnrDs=/400x574/smart/img.adrise.tv/5acb3ca5-6681-437c-b5a2-7ec864d8a5b2.jpg],"[{u'system': u'tvpg', u'value': u'TV-14'}]",PG-13,"[Sci-Fi, Reality]",Sci-Fi,Reality,4.7203874588012695,9.874093055725098,-2.6795382499694824
165,469878,movie,Evil Bong,2006,[http://images.adrise.tv/VlbEIokM9Q2zVe0TzvmnCjd2Z9c=/400x574/smart/img.adrise.tv/a935300f-67d5-4f40-92e9-b0ca2415df93.jpg],"[{u'system': u'tvpg', u'value': u'TV-MA'}]",R,"[Horror, Comedy]",Comedy,Horror,-7.908958911895752,7.651335716247559,-2.2662806510925293
166,472664,movie,Noble,2015,[http://images.adrise.tv/tsCN2cE_oa1LeC6IqWc7gabjWoQ=/400x574/smart/img.adrise.tv/49a2fb5c-dc17-4805-b6ce-1ef0be5c557f.jpg],"[{u'system': u'mpaa', u'value': u'PG-13'}]",PG-13,[Drama],Drama,Drama,-3.6205263137817383,-0.1793321967124939,2.3863613605499268
167,462422,movie,Mamaboy,2016,[http://images.adrise.tv/UDbIEwwMKvi9pQm1NpRBTACDaOE=/400x574/smart/img.adrise.tv/1a2cbe11-4021-41ba-a389-228d3586ffa0.jpg],"[{u'system': u'mpaa', u'value': u'PG-13'}]",PG-13,"[Comedy, Romance, Independent]",Comedy,Independent,-8.926847457885742,4.920111179351807,1.1407990455627441
168,465331,movie,Tucker: The Man and His Dream,1988,[http://images.adrise.tv/6iH3eEicTVgYoDGk4ykgcHd8M2A=/400x574/smart/img.adrise.tv/3ca0ec59-cde5-4b6f-82d2-92a68d3fae20.jpg],"[{u'system': u'mpaa', u'value': u'PG'}]",PG,[Drama],Drama,Drama,1.4003435373306274,4.678353309631348,1.402179479598999
169,326895,movie,Raw Deal,1986,[http://images.adrise.tv/TwKltOYg_pE2Z31mYUEda0DUqPY=/400x574/smart/img.adrise.tv/1adcad12-3ab0-4c46-a4a4-15156bb6c87e.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Action, Crime, Thriller]",Action,Crime,6.988727569580078,-2.963954210281372,-1.9616315364837646
170,467939,movie,Intruders,2015,[http://images.adrise.tv/pp4jmcP00rb0KWhBuQSDp0JqoDA=/400x574/smart/img.adrise.tv/1f52bc56-acc2-4861-a444-b7355ef09bc2.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Horror, Thriller]",Thriller,Horror,2.5278987884521484,-11.041123390197754,1.6915700435638428
171,376133,movie,Teeth,2007,[http://images.adrise.tv/udJ3gIusWKPGKBZv3YndAou_Xjs=/400x574/smart/img.adrise.tv/ac8b5a44-072f-4eca-b9d5-ad708c43b880.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Comedy, Horror]",Comedy,Horror,2.324106216430664,-14.691433906555176,-0.14090587198734283
172,456606,movie,Halloween VIII: Resurrection,2001,[http://images.adrise.tv/7VF4pAIYeuEoDbtwdczliqSyPvs=/400x574/smart/img.adrise.tv/2ee13a12-510a-40a0-a4af-fc0c59e9404b.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,[Horror],Horror,Horror,0.5753920078277588,-15.831548690795898,3.8048901557922363
173,452963,movie,A Girl Like Grace,2015,[http://images.adrise.tv/ePFVw_cirog6R4BscPT1rTYCMxw=/400x574/smart/img.adrise.tv/360cc789-10cd-400a-9270-b2e64e694e4e.jpg],"[{u'system': u'mpaa', u'value': u'PG-13'}]",PG-13,[Drama],Drama,Drama,4.711855411529541,7.239021301269531,-13.286252975463867
174,03320,series,Hell's Kitchen,2004,[http://images.adrise.tv/VcGv7kP97DPd9mKXEAkCpJyNVLI=/400x574/smart/img.adrise.tv/aa6d4d27-82d0-4b1d-8cb4-7566928a0389.jpg],"[{u'system': u'tvpg', u'value': u'TV-14'}]",PG-13,"[Lifestyle, Reality]",Reality,Lifestyle,2.3412904739379883,11.146965980529785,-3.676292657852173
175,467931,movie,Free Ride,2013,[http://images.adrise.tv/jF0K3MPDs_zP4kbIvVjcvCBsMZo=/400x574/smart/img.adrise.tv/4a0677bf-3bbb-4bdc-a901-3ef4987cc18b.jpg],"[{u'system': u'tvpg', u'value': u'TV-MA'}]",R,"[Crime, Thriller, Action, Drama]",Drama,Crime,-2.1350796222686768,-4.182295322418213,-2.2251412868499756
176,467930,movie,Arn: The Knight Templar,2007,[http://images.adrise.tv/_E-PQXobPPpDRljliegZe3Fw7Fw=/400x574/smart/img.adrise.tv/970192e2-2e12-49da-bdcf-9f37c12856d2.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Adventure, Action, Foreign/International]",Action,Foreign/International,2.6423709392547607,-2.9723939895629883,5.177509307861328
177,322940,movie,The Legend of Bagger Vance,2000,[http://images.adrise.tv/AI5602DIjl4deAELS7oVlbhejR0=/400x574/smart/img.adrise.tv/5b8749bf-36f1-456d-8e7e-04b77f2271aa.jpg],"[{u'system': u'mpaa', u'value': u'PG-13'}]",PG-13,"[Drama, Sport]",Drama,Sport,0.6320709586143494,4.922231674194336,1.0914734601974487
178,467932,movie,Hope Lost,2015,[http://images.adrise.tv/lvD23oRooWDORMftDYeJOezuEv4=/400x574/smart/img.adrise.tv/42f9eb03-14ed-4511-a905-ec4f31beecf5.jpg],"[{u'system': u'tvpg', u'value': u'TV-MA'}]",R,"[Drama, Thriller]",Drama,Thriller,3.422008991241455,-6.030063152313232,-1.0718214511871338
179,376037,movie,Bait Shop,2007,[http://images.adrise.tv/dRcVJfRyzaD_Qe-WXdy8wLVQm1w=/400x574/smart/img.adrise.tv/3bfe640e-ff07-421e-96a3-140789e1ede5.jpg],"[{u'system': u'mpaa', u'value': u'PG'}]",PG,"[Sport, Kids & Family, Comedy]",Comedy,Sport,-1.8404501676559448,6.046507358551025,-1.0057069063186646
180,467934,movie,The Asian Connection,2016,[http://images.adrise.tv/g4jLLtrX2aOYfNFZbLmto8EQgfs=/400x574/smart/img.adrise.tv/c1e4bb00-176b-4828-a8f7-4121b48b62f9.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Action, Crime, Drama, Thriller]",Drama,Crime,7.031581401824951,-5.639227390289307,-2.5997538566589355
181,348935,movie,Frozen,2010,[http://images.adrise.tv/xbF3cDMHVRsIImB1qfQxxYfPuOc=/400x574/smart/img.adrise.tv/16197a49-a93d-4ccf-89a7-5dfb03b6b83b.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Horror, Thriller]",Thriller,Horror,2.174532175064087,-13.453248977661133,1.4489258527755737
182,376034,movie,Katt Williams: Pimpadelic,2008,[http://images.adrise.tv/zNPlzUGh2SYj1q1m6498UUFND38=/400x574/smart/img.adrise.tv/65c8f44f-86f3-445d-a62d-a70450ad9269.jpg],"[{u'system': u'tvpg', u'value': u'TV-MA'}]",R,[Comedy],Comedy,Comedy,1.6873942613601685,8.91789436340332,-12.281347274780273
183,313906,movie,Mike Epps Presents: Live from Club Nokia,2011,[http://images.adrise.tv/4ftW55VU9lAnnHMFDqwAxSVNFcc=/400x574/smart/img.adrise.tv/f7239b08-6c51-4533-a248-31a420ef5f74.jpg],"[{u'system': u'tvpg', u'value': u'TV-MA'}]",R,[Comedy],Comedy,Comedy,1.9226869344711304,9.266983032226562,-12.718716621398926
184,302153,movie,The Cutting Edge,1992,[http://images.adrise.tv/FN9T0eLVLUT_XHWSdiB3fMGfQGM=/400x574/smart/img.adrise.tv/8be8c10b-9d09-41bf-9184-495c92dca93a.png],"[{u'system': u'mpaa', u'value': u'PG'}]",PG,"[Drama, Romance, Comedy]",Drama,Romance,-9.657196998596191,2.2907440662384033,-5.0408172607421875
185,307850,movie,Hey Arnold! The Movie,2002,[http://images.adrise.tv/WLocoElrCeLWA6sDboq3y6fk56s=/400x574/smart/img.adrise.tv/44f52c05-c3e1-4ee9-acbe-b23aa10617aa.png],"[{u'system': u'mpaa', u'value': u'PG'}]",PG,"[Animation, Comedy, Kids & Family]",Comedy,Animation,-2.8799641132354736,11.605554580688477,2.42128849029541
186,401472,movie,Colors,1987,[http://images.adrise.tv/fDbIROsot2ugjMQ6cKLQZfW37ow=/400x574/smart/img.adrise.tv/c04f7201-b34a-4fb0-a296-7bf8ae714dec.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Drama, Action, Crime]",Drama,Crime,-0.9742733240127563,3.337862730026245,-12.525535583496094
187,438044,movie,13 Assassins,2010,[http://images.adrise.tv/bLyhU2iU_F2WL4BWkto-n0pZNuY=/400x574/smart/img.adrise.tv/c63d8be7-b119-4c21-b520-9327d4dbfe27.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Adventure, Foreign/International, Action]",Action,Foreign/International,10.703590393066406,-6.050718784332275,1.8886723518371582
188,438045,movie,World's Greatest Dad,2009,[http://images.adrise.tv/2zq6hlf61FXmsjzKkGNgixI24PM=/400x574/smart/img.adrise.tv/724d024a-6c8f-4b4f-89cf-7d239bb26f1b.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Comedy, Drama, Independent]",Drama,Independent,-6.212116241455078,7.872389316558838,0.9907784461975098
189,02316,series,Fairy Tail,2008,[http://images.adrise.tv/PJAPU2HdG13VQrFAJqDP_2dpKhQ=/400x574/smart/img.adrise.tv/bc814e2f-af4d-4d33-b0af-094e22b17d43.jpg],"[{u'system': u'tvpg', u'value': u'TV-14'}]",PG-13,"[Fantasy, Anime]",Fantasy,Anime,-6.234630107879639,11.917759895324707,11.069164276123047
190,312415,movie,A Family Thing,1996,[http://images.adrise.tv/8BTrQ27EOtXllqI4nx8YIJHt_DE=/400x574/smart/img.adrise.tv/fe37a92e-7d81-4b1e-b615-d83947b1e887.png],"[{u'system': u'mpaa', u'value': u'PG-13'}]",PG-13,"[Drama, Comedy]",Drama,Comedy,8.206377983093262,6.909991264343262,-12.682796478271484
191,472703,movie,2:22,2010,[http://images.adrise.tv/oqoK5UEvExYSbbfMf81_YCQZr0o=/400x574/smart/img.adrise.tv/2722bfbe-544c-40d6-91b8-1431d44e674b.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Crime, Drama, Thriller]",Drama,Crime,-2.7336528301239014,-3.6606874465942383,3.811041831970215
192,438041,movie,Good Neighbors,2010,[http://images.adrise.tv/K2ny6yzr_Ihs_C1xAjmrNq6BC4Q=/400x574/smart/img.adrise.tv/e6e97f72-e2d3-4d11-b845-19ce26b1ee46.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Drama, Thriller]",Drama,Thriller,-1.4610779285430908,-15.0708589553833,-0.45306771993637085
193,372289,movie,Kiss Me Again,2006,[http://images.adrise.tv/FKqGdmL5AxhPDEMVobXF_aUVons=/0x22:885x1285/400x574/smart/img.adrise.tv/8db26c0a-6a60-477c-8afb-d946876c625d.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Romance, Drama]",Drama,Romance,-10.873278617858887,-0.30142566561698914,6.241520881652832
194,438043,movie,Filth,2014,[http://images.adrise.tv/cUmpOa53jPwAf_m6XUMLwU8nKZk=/400x574/smart/img.adrise.tv/edda222c-6211-4ac5-874d-8bf2c3655a21.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Crime, Drama, Comedy]",Drama,Crime,-1.9268927574157715,-7.177664279937744,-6.194305419921875
195,438042,movie,Goon,2011,[http://images.adrise.tv/GUGCz4TL_m99IyCQDZKbIoFbxv0=/400x574/smart/img.adrise.tv/5a5e8b97-8c8f-4089-8be7-33bb106f0614.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Comedy, Sport]",Comedy,Sport,-4.343565464019775,6.827678680419922,-0.38080573081970215
196,468343,movie,They Wait,2007,[http://images.adrise.tv/Z8QHs_-xZhmgtB_fPBUrXaAKcbM=/400x574/smart/img.adrise.tv/ddd7bcbf-30d5-41d2-9a69-2d5a0c1bda1d.png],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Horror, Mystery, Thriller]",Thriller,Mystery,-1.97365140914917,-11.322120666503906,2.3670096397399902
197,438046,movie,2 Days in New York,2012,[http://images.adrise.tv/hGbnPKQdFAhCKafeN0cRNw8vq64=/400x574/smart/img.adrise.tv/3861ef6a-dd25-438c-b45d-1f2d0359debd.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Romance, Comedy]",Comedy,Romance,7.039859294891357,6.184448719024658,-11.203035354614258
198,466280,movie,Steps of Faith,2014,[http://images.adrise.tv/c7ST0eiC3mV22l1HUrB0gOUudjM=/400x574/smart/img.adrise.tv/ecb004d7-1335-4272-8f9c-62a2b7f9b00d.jpg],"[{u'system': u'tvpg', u'value': u'TV-14'}]",PG-13,"[Comedy, Drama]",Drama,Comedy,10.287074089050293,5.363469123840332,-14.364985466003418
199,466707,movie,Knockout,2011,[http://images.adrise.tv/lA6ZD_6TAn7Db_crntalQmMIxnU=/400x574/smart/img.adrise.tv/8765f441-80a2-4f55-bb83-a0dddf63d45a.jpg],"[{u'system': u'mpaa', u'value': u'PG'}]",PG,"[Sport, Action]",Action,Sport,6.568472862243652,-3.746225118637085,-0.7164605855941772
200,471725,movie,Deadly Exposé,2017,[http://images.adrise.tv/GiANZaAwFx1ozrhrDfa9w3lc0lA=/400x574/smart/img.adrise.tv/93c13dbc-71dd-4ecf-82c1-58842611b9d7.jpg],"[{u'system': u'tvpg', u'value': u'TV-14'}]",PG-13,"[Thriller, Drama]",Drama,Thriller,-3.786411762237549,-11.82924747467041,0.8618158102035522
201,412222,movie,The Kill Hole,2012,[http://images.adrise.tv/9PIIB5QU9_3C1nqfpkZvKNwXAgA=/400x574/smart/img.adrise.tv/ef3ec862-0e3c-471a-a6b0-d5c7866db8dc.jpg],"[{u'system': u'mpaa', u'value': u'PG-13'}]",PG-13,"[Adventure, Thriller, Action]",Action,Adventure,-5.657610893249512,-1.770262598991394,9.622745513916016
202,472111,movie,Line of Duty,2013,[http://images.adrise.tv/RaaCqKg10PvNQwa6nwM_QryepdE=/400x574/smart/img.adrise.tv/e37ad05b-2402-4bae-bd56-e0aba8de2537.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,[Thriller],Thriller,Thriller,-1.907972812652588,-4.301680564880371,3.153635263442993
203,468437,movie,Beta Test,2016,[http://images.adrise.tv/xlK0FErg0aFXTZaNFUiWLSxc7rc=/400x574/smart/img.adrise.tv/b5690020-8488-4bfb-96de-61c44738745d.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Sci-Fi, Action, Thriller]",Action,Sci-Fi,-1.8597403764724731,-5.7517266273498535,5.421507835388184
204,472112,movie,Love & Mercy,2015,[http://images.adrise.tv/2miZOBZqOWEFmjdhnAs6f3kf03s=/400x574/smart/img.adrise.tv/c18af541-83db-4e73-97be-1d839e2c9644.jpg],"[{u'system': u'mpaa', u'value': u'PG-13'}]",PG-13,"[Drama, Music]",Drama,Music,-4.665327548980713,-0.2152496725320816,-2.5727221965789795
205,466381,movie,King Solomon's Mines,1985,[http://images.adrise.tv/pd-V-Y55EX5WCd3jPMD2KflbFFo=/400x574/smart/img.adrise.tv/9a2ab220-51c4-4112-967f-a8631257ef83.jpg],"[{u'system': u'mpaa', u'value': u'PG-13'}]",PG-13,"[Action, Adventure, Comedy, Romance]",Action,Romance,3.23254132270813,3.4993879795074463,5.296822547912598
206,03773,series,Unsealed Alien Files,2012,[http://images.adrise.tv/NqL6fhQrrLlbXUT4fuKuQVOCUII=/400x574/smart/img.adrise.tv/c39b09e6-fe1b-4e04-8b55-88f395490ad5.jpg],"[{u'system': u'tvpg', u'value': u'TV-PG'}]",PG,"[Documentary, Sci-Fi]",Sci-Fi,Documentary,3.345911741256714,-3.778762102127075,12.267524719238281
207,283943,movie,Hunt to Kill,2010,[http://images.adrise.tv/x5LUx1y1dcbmajL86tvB6Izoe8Q=/400x574/smart/img.adrise.tv/578aac1c-52b8-4aae-8581-ab1a910e5633.png],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Crime, Action]",Action,Crime,7.080352783203125,-4.427173137664795,-3.097447633743286
208,302253,movie,Sleepaway Camp III: Teenage Wasteland,1989,[http://images.adrise.tv/u0BwdqA0ypcvuWo_Ae1waJ41FWo=/400x574/smart/img.adrise.tv/1b919c8a-a6ae-4b8f-97c7-8369a13e102d.png],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Comedy, Horror]",Comedy,Horror,2.446403980255127,-15.67859935760498,8.434253692626953
209,302252,movie,Sleepaway Camp II: Unhappy Campers,1988,[http://images.adrise.tv/0mwKToYn_vedh-Jr-YLt4YaRHbc=/400x574/smart/img.adrise.tv/b1ca8cac-fbac-442d-b92b-89e1648dc915.png],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Comedy, Horror]",Comedy,Horror,2.401191473007202,-15.666666984558105,8.420642852783203
210,376102,movie,Hot Boyz,1999,[http://images.adrise.tv/s0N1jT98jwXGbEbJizlDZWm4RAs=/400x574/smart/img.adrise.tv/da84299e-1c2f-4241-a02b-acce6830bad4.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Action, Crime, Drama]",Drama,Crime,1.601858139038086,4.56904411315918,-11.610613822937012
211,468390,movie,No Ordinary Baby,2001,[http://images.adrise.tv/lMaODzdbBdU4237uqINwPc18NwA=/400x574/smart/img.adrise.tv/5fbea774-92ed-46cd-86a0-a54b7805b42d.jpg],"[{u'system': u'tvpg', u'value': u'TV-PG'}]",PG,"[Drama, Sci-Fi]",Drama,Sci-Fi,-4.040081024169922,-0.11749758571386337,-6.334290027618408
212,468463,movie,Satan's Little Helper,2004,[http://images.adrise.tv/Wzqdb4lPc2iZNgfvnbiBg-ePuN0=/400x574/smart/img.adrise.tv/dc98fdd0-a648-4965-bb17-612b72601355.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Horror, Comedy]",Comedy,Horror,0.384337455034256,-11.980375289916992,6.339751720428467
213,468392,movie,Queen Sized,2008,[http://images.adrise.tv/bhRFwONmbSxf1OJ0aY2oHASEi_I=/400x574/smart/img.adrise.tv/412b34be-2d82-457c-83c1-c7b93f7e3354.jpg],"[{u'system': u'tvpg', u'value': u'TV-14'}]",PG-13,"[Comedy, Drama]",Drama,Comedy,-7.015981197357178,0.3453492820262909,-5.5454792976379395
214,454170,movie,Weight,2017,[http://images.adrise.tv/G1POYxZAL6ai8pv5VjPHA2YBWcw=/400x574/smart/img.adrise.tv/bdc4881c-2ce6-4414-84f3-346130b2ef5c.jpg],"[{u'system': u'tvpg', u'value': u'TV-MA'}]",R,"[Drama, Crime]",Drama,Crime,3.230287551879883,3.86657452583313,-16.39322853088379
215,400842,movie,'71,2015,[http://images.adrise.tv/ObR91p1sec5JjDgPz6jdKNmFB7I=/400x574/smart/img.adrise.tv/fa4b014e-ad1f-4e1a-9b8e-659ec99b9087.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Drama, War]",Drama,War,5.72118616104126,-0.7665600776672363,3.0905654430389404
216,468548,movie,Sabrina the Teenage Witch,1996,[http://images.adrise.tv/EgMzM0OGNsuQozTKjyD03QxXH7Y=/400x574/smart/img.adrise.tv/e7b677ab-10c4-443e-b453-5c3b6ec50a63.jpg],"[{u'system': u'mpaa', u'value': u'PG'}]",PG,"[Comedy, Kids & Family, Fantasy]",Comedy,Fantasy,-6.874969959259033,6.06143856048584,4.815216541290283
217,468396,movie,The Unauthorized Saved by the Bell Movie,2014,[http://images.adrise.tv/EH_NNpDO-wnOQZ7GA13OFYEm9ss=/400x574/smart/img.adrise.tv/7b39a4e9-a978-4c13-bb6f-1fe98bc5cd58.jpg],"[{u'system': u'tvpg', u'value': u'TV-PG'}]",PG,"[Comedy, Drama]",Drama,Comedy,2.020822048187256,9.446809768676758,2.528130531311035
218,468397,movie,Liz & Dick,2012,[http://images.adrise.tv/ES_tvWxnXObGqM02eG6GZup9P10=/400x574/smart/img.adrise.tv/724732a9-d2db-4178-bd53-8b6b2e1ef353.jpg],"[{u'system': u'tvpg', u'value': u'TV-14'}]",PG-13,"[Romance, Drama]",Drama,Romance,-4.331148147583008,-1.1060502529144287,-3.722026824951172
219,342067,movie,Zapped,2014,[http://images.adrise.tv/fEXWoD1J8uJKLC7KjC0738hY5Ok=/400x574/smart/img.adrise.tv/467cb924-2b30-435e-ae48-8b1946a2feae.jpg],"[{u'system': u'tvpg', u'value': u'TV-G'}]",G,"[Comedy, Fantasy, Kids & Family]",Comedy,Fantasy,-8.975395202636719,10.161048889160156,5.008946418762207
220,312922,movie,Congo,1995,[http://images.adrise.tv/egFtLRQJa2v2qUqGhkKCdpRpd3c=/400x574/smart/img.adrise.tv/2b54c342-4f49-4d8a-ac66-adccf267b41d.png],"[{u'system': u'mpaa', u'value': u'PG-13'}]",PG-13,"[Action, Adventure, Mystery]",Action,Mystery,0.8198345899581909,3.9334170818328857,8.421065330505371
221,405450,movie,Walking Tall: The Payback,2006,[http://images.adrise.tv/6uhyR9jafz8qt8gUPW-000plsn8=/400x574/smart/img.adrise.tv/5758b55c-fe46-4d09-9bfa-9e7da2cdb38a.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Crime, Action]",Action,Crime,9.824469566345215,-8.461238861083984,-4.193473815917969
222,342061,movie,Pants on Fire,2014,[http://images.adrise.tv/97GBXRsmUceXguFPcFRvLETISBU=/400x574/smart/img.adrise.tv/aeea7717-4efa-404b-8670-eb344c0ca237.jpg],"[{u'system': u'tvpg', u'value': u'TV-G'}]",G,"[Kids & Family, Comedy]",Comedy,Kids & Family,-8.904623031616211,10.3778715133667,4.443282127380371
223,471117,movie,Soda Springs,2012,[http://images.adrise.tv/-8p0FSz6l0Wv-B-XXefhYrUhs1s=/400x574/smart/img.adrise.tv/9be8be9b-7747-46fc-ad1d-1918b20358be.jpg],"[{u'system': u'mpaa', u'value': u'PG'}]",PG,"[Romance, Music, Drama]",Drama,Music,-2.492109775543213,-0.4389077425003052,2.2599902153015137
224,461704,movie,Help! I've Shrunk the Family,2014,[http://images.adrise.tv/zOhrxdV4g3M3ZIGXyCeL9j5AMFA=/400x574/smart/img.adrise.tv/ad2e2486-afb5-4f84-8837-65934cfb1f11.jpg],"[{u'system': u'tvpg', u'value': u'TV-PG'}]",PG,"[Adventure, Comedy, Kids & Family]",Comedy,Kids & Family,-7.446902751922607,10.295151710510254,3.0300872325897217
225,458394,movie,Raising Izzie,2015,[http://images.adrise.tv/ApaMJiElv96kupuvWHP8SRQoPKw=/400x574/smart/img.adrise.tv/9a5acf2c-909c-4880-8749-2aa4be4c6dfb.png],"[{u'system': u'mpaa', u'value': u'G'}]",G,[Drama],Drama,Drama,-6.340813636779785,2.0479958057403564,-7.856925010681152
226,394072,movie,Original Sin,2000,[http://images.adrise.tv/Sa8pivSEAQEN4lLkxAtAzeLxlA4=/400x574/smart/img.adrise.tv/defeb43a-b5ef-4fd3-98a7-f0e4e7050aa2.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Romance, Thriller]",Thriller,Romance,-4.247428894042969,-4.168515205383301,-2.719459295272827
227,391682,movie,Lies We Tell but the Secrets We Keep,2014,[http://images.adrise.tv/uSL_Vl6ZQ0gs-x-OFcm_aA1oJdY=/400x574/smart/img.adrise.tv/52204bca-1a61-41d6-a5e6-52cb017ebb46.jpg],"[{u'system': u'tvpg', u'value': u'TV-MA'}]",R,[Drama],Drama,Drama,7.441469669342041,6.88199520111084,-17.510547637939453
228,391680,movie,Imprisoned by Love,2015,[http://images.adrise.tv/4TY_ayqpmZzDn9UmGqk99k8Ieks=/400x574/smart/img.adrise.tv/1df55a2d-aeaa-4ce9-bd7c-ff2447aea03b.jpg],"[{u'system': u'tvpg', u'value': u'TV-14'}]",PG-13,"[Drama, Thriller]",Drama,Thriller,7.8809051513671875,5.4109039306640625,-16.2194881439209
229,03456,series,Yu-Gi-Oh! ZEXAL,2012,[http://images.adrise.tv/Xat8tkLhOZOKWwwcsa_5pjsu5oQ=/400x574/smart/img.adrise.tv/66647e94-1999-4de8-b096-2a4f2aa16464.jpg],"[{u'system': u'tvpg', u'value': u'TV-Y7'}]",G,"[Action, Animation, Anime, Fantasy]",Action,Anime,-6.299011707305908,13.556574821472168,10.42702865600586
230,03455,series,Yu-Gi-Oh! GX,2016,[http://images.adrise.tv/DelOPhYatBKjukiXjkFbxl12K6Y=/400x574/smart/img.adrise.tv/f2ddda92-a066-4ad6-a921-ebd7d8fbba55.jpg],"[{u'system': u'tvpg', u'value': u'TV-Y7'}]",G,"[Animation, Anime, Kids & Family]",Kids & Family,Anime,-6.4789533615112305,13.501930236816406,10.454163551330566
231,348949,movie,The Possession,2012,[http://images.adrise.tv/5walBV56tuRn5CctMhKDODFOSns=/400x574/smart/img.adrise.tv/e381d14d-1ef9-4f5f-a485-943786448ff1.jpg],"[{u'system': u'mpaa', u'value': u'PG-13'}]",PG-13,"[Mystery, Thriller, Horror]",Thriller,Mystery,1.4689786434173584,-13.836918830871582,3.702056407928467
232,03513,series,The Andy Griffith Show,1962,[http://images.adrise.tv/wbSrLZvCCECZuPhBg8TP06F-YUw=/400x574/smart/img.adrise.tv/2d797b9d-1cfe-488f-8500-c6652af46ccc.png],"[{u'system': u'tvpg', u'value': u'TV-G'}]",G,"[Comedy, Documentary]",Comedy,Documentary,4.08120584487915,8.755146026611328,4.712216854095459
233,348945,movie,Opposite Day,2010,[http://images.adrise.tv/YjHLNeiFTSb6zLUPKIF5SrtqMqE=/400x574/smart/img.adrise.tv/ff293535-8e8f-4edd-be52-d7215e27af74.jpg],"[{u'system': u'mpaa', u'value': u'G'}]",G,"[Kids & Family, Comedy]",Comedy,Kids & Family,-8.607077598571777,9.939533233642578,3.8788955211639404
234,301153,movie,Leviathan,1989,[http://images.adrise.tv/Vph_9d-MhjJ-bLFiUViltyHJeeg=/400x574/smart/img.adrise.tv/ddce3ebf-df42-49f7-b9e2-97f9ea3bb3d5.png],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Adventure, Horror, Mystery]",Horror,Mystery,3.062181234359741,-5.850687026977539,9.056687355041504
235,469690,movie,Problem Child,1990,[http://images.adrise.tv/mykwoGKHQCkF3JpIcyLNlVW2PzM=/400x574/smart/img.adrise.tv/f3dcc35b-100b-46d2-8872-fa334ee0ef9d.jpg],"[{u'system': u'mpaa', u'value': u'PG'}]",PG,"[Comedy, Kids & Family]",Comedy,Kids & Family,-2.1903460025787354,10.542075157165527,2.5026838779449463
236,468905,movie,The Jurassic Games,2018,[http://images.adrise.tv/Eifh1mDFph35Fe2KijzTJ5F6xCI=/400x574/smart/img.adrise.tv/f27f8d80-2c47-4249-82b6-4c8828ecf2c8.jpg],"[{u'system': u'mpaa', u'value': u'PG-13'}]",PG-13,"[Action, Fantasy]",Action,Fantasy,-2.5270562171936035,-3.7005836963653564,9.395130157470703
